Airline,Date_of_Journey,Source,Dep_Time,Destination,Class,Price
Air India,3/06/2019,Kolkata,20:45,Banglore,0,4145
Multiple carriers,27/06/2019,Delhi,10:00,Cochin,0,14848
IndiGo,3/04/2019,Banglore,00:30,Delhi,0,3419
Jet Airways,24/03/2019,Banglore,18:55,New Delhi,0,7229
SpiceJet,3/06/2019,Delhi,08:45,Cochin,0,5830
Jet Airways,18/03/2019,Banglore,14:05,New Delhi,0,10972
Jet Airways,24/03/2019,Kolkata,18:55,Banglore,0,14231
Jet Airways,9/06/2019,Kolkata,18:55,Banglore,0,10844
SpiceJet,12/05/2019,Kolkata,11:15,Banglore,0,11468
Air Asia,18/05/2019,Kolkata,22:50,Banglore,0,4409
Jet Airways,27/06/2019,Delhi,14:35,Cochin,0,13376
IndiGo,21/06/2019,Banglore,23:30,Delhi,0,4077
Jet Airways,9/05/2019,Kolkata,09:35,Banglore,0,13067
IndiGo,6/06/2019,Banglore,07:10,Delhi,0,4823
Multiple carriers,9/03/2019,Delhi,06:50,Cochin,0,14817
IndiGo,24/03/2019,Chennai,07:55,Kolkata,0,4326
Multiple carriers,3/03/2019,Delhi,07:00,Cochin,0,15603
Air India,24/03/2019,Kolkata,16:45,Banglore,0,13885
Jet Airways,06/03/2019,Banglore,11:40,New Delhi,0,17261
Multiple carriers,9/06/2019,Delhi,11:35,Cochin,0,15629
Air India,6/05/2019,Kolkata,09:10,Banglore,0,6117
Jet Airways,24/06/2019,Delhi,23:05,Cochin,0,12819
Multiple carriers,27/05/2019,Delhi,18:15,Cochin,0,13377
Jet Airways,01/03/2019,Banglore,07:00,New Delhi,0,26890
IndiGo,15/05/2019,Banglore,00:30,Delhi,0,3419
Air India,15/05/2019,Kolkata,09:50,Banglore,0,14960
Air India,3/03/2019,Mumbai,19:30,Hyderabad,0,11185
Air India,27/05/2019,Delhi,19:00,Cochin,0,8372
Jet Airways,6/06/2019,Delhi,02:15,Cochin,0,10262
Air India,12/06/2019,Kolkata,16:50,Banglore,0,11542
SpiceJet,3/04/2019,Kolkata,15:05,Banglore,0,4649
Jet Airways,9/03/2019,Mumbai,19:40,Hyderabad,0,5678
SpiceJet,1/06/2019,Banglore,09:30,Delhi,0,3971
Multiple carriers,3/06/2019,Delhi,07:10,Cochin,0,7878
Jet Airways,27/06/2019,Delhi,05:30,Cochin,0,13014
IndiGo,1/05/2019,Banglore,06:05,Delhi,0,4423
Jet Airways,1/06/2019,Delhi,14:00,Cochin,0,10262
Vistara,27/05/2019,Banglore,09:45,Delhi,0,4668
Jet Airways,21/05/2019,Kolkata,21:10,Banglore,0,10844
Jet Airways,24/06/2019,Delhi,09:40,Cochin,0,10368
IndiGo,21/04/2019,Banglore,10:10,Delhi,0,4591
IndiGo,6/05/2019,Delhi,18:35,Cochin,0,7191
Multiple carriers,18/05/2019,Delhi,06:00,Cochin,0,9794
IndiGo,1/06/2019,Banglore,04:00,Delhi,0,3943
Jet Airways,12/06/2019,Kolkata,06:30,Banglore,0,13626
Jet Airways,12/05/2019,Kolkata,20:00,Banglore,0,9663
Multiple carriers,15/06/2019,Delhi,07:10,Cochin,0,6093
Jet Airways,12/03/2019,Banglore,21:25,New Delhi,0,11717
Jet Airways,18/05/2019,Kolkata,20:00,Banglore,0,14781
Jet Airways,3/05/2019,Banglore,06:00,Delhi,0,7229
GoAir,1/06/2019,Banglore,20:55,Delhi,0,3898
Jet Airways,3/06/2019,Delhi,22:50,Cochin,0,14714
Multiple carriers,27/05/2019,Delhi,11:40,Cochin,0,7005
IndiGo,15/06/2019,Chennai,14:45,Kolkata,0,3597
SpiceJet,18/03/2019,Kolkata,06:55,Banglore,0,4413
Multiple carriers,6/03/2019,Delhi,10:20,Cochin,0,15353
IndiGo,1/05/2019,Banglore,10:10,Delhi,0,3943
IndiGo,15/03/2019,Chennai,13:20,Kolkata,0,6297
IndiGo,09/03/2019,Banglore,20:00,New Delhi,0,6144
Air India,21/05/2019,Delhi,18:45,Cochin,0,12257
Jet Airways,21/05/2019,Delhi,13:25,Cochin,0,15129
Jet Airways,24/06/2019,Delhi,05:30,Cochin,0,10368
Jet Airways,9/05/2019,Delhi,09:40,Cochin,0,13029
Air India,6/06/2019,Kolkata,12:00,Banglore,0,9416
Air India,3/06/2019,Delhi,18:05,Cochin,0,6934
Jet Airways,21/05/2019,Kolkata,20:25,Banglore,0,11467
Multiple carriers,3/06/2019,Delhi,15:15,Cochin,0,6795
IndiGo,27/03/2019,Kolkata,15:20,Banglore,0,5198
Jet Airways,9/03/2019,Delhi,17:25,Cochin,0,14053
Vistara,1/04/2019,Kolkata,07:10,Banglore,0,7927
IndiGo,18/03/2019,Kolkata,10:10,Banglore,0,4462
GoAir,27/04/2019,Banglore,07:45,Delhi,0,5048
Jet Airways,24/05/2019,Kolkata,20:00,Banglore,0,10844
Multiple carriers,3/03/2019,Delhi,08:55,Cochin,0,15411
IndiGo,18/03/2019,Kolkata,17:15,Banglore,0,4462
Jet Airways,27/03/2019,Mumbai,15:50,Hyderabad,0,5678
Jet Airways,6/03/2019,Delhi,09:55,Cochin,0,15764
Jet Airways,6/03/2019,Delhi,22:20,Cochin,0,17024
Air India,18/06/2019,Mumbai,06:20,Hyderabad,0,3100
Jet Airways,1/05/2019,Banglore,18:55,Delhi,0,7229
IndiGo,24/04/2019,Kolkata,14:25,Banglore,0,4804
Jet Airways,24/06/2019,Banglore,08:20,Delhi,0,5769
Air Asia,18/03/2019,Kolkata,19:35,Banglore,0,4384
Air India,27/06/2019,Delhi,05:15,Cochin,0,6587
Jet Airways,21/03/2019,Banglore,05:45,New Delhi,0,7832
Air India,15/03/2019,Chennai,11:40,Kolkata,0,7082
SpiceJet,15/03/2019,Chennai,08:20,Kolkata,0,6300
Jet Airways,6/06/2019,Kolkata,08:25,Banglore,0,14571
IndiGo,27/06/2019,Banglore,13:00,Delhi,0,3943
Multiple carriers,21/05/2019,Delhi,14:55,Cochin,0,6878
SpiceJet,1/04/2019,Mumbai,05:45,Hyderabad,0,1965
Vistara,21/05/2019,Kolkata,17:00,Banglore,0,9187
Air India,24/03/2019,Banglore,21:10,New Delhi,0,4441
IndiGo,01/03/2019,Banglore,08:30,New Delhi,0,10067
IndiGo,27/06/2019,Delhi,20:25,Cochin,0,5054
Multiple carriers,6/06/2019,Delhi,06:00,Cochin,0,7005
Jet Airways,15/05/2019,Kolkata,09:35,Banglore,0,12121
IndiGo,27/05/2019,Delhi,15:10,Cochin,0,5912
Air Asia,1/04/2019,Kolkata,07:35,Banglore,0,5192
IndiGo,9/06/2019,Chennai,13:15,Kolkata,0,3597
Jet Airways,09/03/2019,Banglore,18:20,New Delhi,0,8016
Air India,15/03/2019,Mumbai,15:00,Hyderabad,0,2050
SpiceJet,21/03/2019,Banglore,09:35,New Delhi,0,4839
IndiGo,27/05/2019,Mumbai,06:25,Hyderabad,0,4049
Vistara,18/06/2019,Delhi,06:00,Cochin,0,6216
SpiceJet,21/06/2019,Kolkata,22:20,Banglore,0,3841
SpiceJet,15/03/2019,Kolkata,06:55,Banglore,0,3815
Air India,3/04/2019,Banglore,17:00,Delhi,0,5176
SpiceJet,9/05/2019,Mumbai,22:45,Hyderabad,0,2017
Vistara,9/05/2019,Kolkata,07:10,Banglore,0,9187
Vistara,09/03/2019,Banglore,09:50,New Delhi,0,11598
Jet Airways,1/06/2019,Delhi,19:30,Cochin,0,13014
Jet Airways,1/06/2019,Delhi,19:15,Cochin,0,10262
Air India,9/04/2019,Delhi,20:15,Cochin,0,9916
Jet Airways,24/03/2019,Kolkata,16:55,Banglore,0,14231
Jet Airways,15/06/2019,Banglore,11:10,Delhi,0,7229
IndiGo,27/03/2019,Delhi,17:10,Cochin,0,6316
Air Asia,9/03/2019,Kolkata,10:20,Banglore,0,4384
Air India,12/06/2019,Delhi,16:55,Cochin,0,13381
IndiGo,12/05/2019,Chennai,11:35,Kolkata,0,4332
Air India,15/06/2019,Delhi,13:30,Cochin,0,8907
IndiGo,12/06/2019,Kolkata,04:40,Banglore,0,4804
Air India,6/03/2019,Delhi,07:00,Cochin,0,15407
Jet Airways,27/05/2019,Delhi,10:00,Cochin,0,12898
Multiple carriers,27/03/2019,Delhi,13:00,Cochin,0,6883
SpiceJet,3/05/2019,Chennai,17:45,Kolkata,0,3543
IndiGo,6/05/2019,Banglore,01:30,Delhi,0,4284
IndiGo,3/05/2019,Mumbai,21:20,Hyderabad,0,2437
SpiceJet,18/04/2019,Kolkata,22:20,Banglore,0,4174
Jet Airways,21/05/2019,Kolkata,20:00,Banglore,0,14781
Air India,21/05/2019,Kolkata,16:45,Banglore,0,14960
Jet Airways,27/06/2019,Banglore,11:10,Delhi,0,5769
SpiceJet,24/04/2019,Delhi,08:45,Cochin,0,4812
Vistara,18/05/2019,Kolkata,07:10,Banglore,0,9345
IndiGo,15/05/2019,Kolkata,07:10,Banglore,0,4864
IndiGo,6/03/2019,Chennai,19:35,Kolkata,0,7295
Air India,12/06/2019,Delhi,22:00,Cochin,0,10231
Jet Airways,1/06/2019,Delhi,14:00,Cochin,0,14714
Jet Airways,27/03/2019,Delhi,19:15,Cochin,0,12032
Jet Airways,15/04/2019,Banglore,15:15,Delhi,0,4544
Jet Airways,15/05/2019,Kolkata,06:30,Banglore,0,10844
Vistara,03/03/2019,Banglore,06:40,New Delhi,0,12476
Jet Airways,12/03/2019,Banglore,20:35,New Delhi,0,11087
Air India,6/06/2019,Delhi,05:15,Cochin,0,10703
IndiGo,9/05/2019,Delhi,08:35,Cochin,0,6734
Jet Airways,21/03/2019,Banglore,14:05,New Delhi,0,7832
Air India,1/04/2019,Kolkata,05:50,Banglore,0,11516
IndiGo,18/03/2019,Chennai,07:55,Kolkata,0,3850
Jet Airways,9/03/2019,Delhi,13:55,Cochin,0,17229
SpiceJet,27/06/2019,Kolkata,22:20,Banglore,0,3873
Jet Airways,3/04/2019,Mumbai,07:05,Hyderabad,0,4160
Multiple carriers,18/05/2019,Delhi,12:50,Cochin,0,7670
Jet Airways,24/03/2019,Kolkata,08:25,Banglore,0,10031
Jet Airways,27/06/2019,Delhi,13:25,Cochin,0,11150
Jet Airways,15/03/2019,Banglore,11:40,New Delhi,0,9134
SpiceJet,18/05/2019,Banglore,09:30,Delhi,0,4423
Air Asia,21/06/2019,Kolkata,22:50,Banglore,0,3807
Air India,21/05/2019,Delhi,06:05,Cochin,0,7480
IndiGo,6/05/2019,Banglore,06:05,Delhi,0,4423
IndiGo,18/06/2019,Banglore,16:55,Delhi,0,4823
Vistara,24/03/2019,Kolkata,17:00,Banglore,0,12102
Multiple carriers,6/03/2019,Delhi,09:00,Cochin,0,15342
Jet Airways,6/05/2019,Kolkata,16:30,Banglore,0,10844
Air India,12/06/2019,Delhi,09:45,Cochin,0,7480
Air India,1/04/2019,Kolkata,19:00,Banglore,0,4227
Air India,9/06/2019,Delhi,09:45,Cochin,0,7690
SpiceJet,18/05/2019,Kolkata,15:55,Banglore,0,8224
Vistara,18/04/2019,Banglore,19:30,Delhi,0,5823
Jet Airways,15/03/2019,Banglore,08:55,New Delhi,0,9134
Jet Airways,01/03/2019,Banglore,16:55,New Delhi,0,26890
Air India,9/06/2019,Kolkata,09:25,Banglore,0,8366
Air India,1/06/2019,Delhi,05:15,Cochin,0,7480
Jet Airways,12/05/2019,Kolkata,16:30,Banglore,0,14781
Air India,24/03/2019,Kolkata,05:55,Banglore,0,13990
Air India,21/03/2019,Delhi,17:15,Cochin,0,8245
Jet Airways,24/06/2019,Delhi,10:00,Cochin,0,10262
Jet Airways,12/06/2019,Kolkata,06:30,Banglore,0,12739
Multiple carriers,21/05/2019,Delhi,11:25,Cochin,0,7575
Air India,18/03/2019,Banglore,17:00,New Delhi,0,11633
Jet Airways,15/06/2019,Delhi,05:30,Cochin,0,10368
Jet Airways,12/03/2019,Banglore,16:55,New Delhi,0,13817
Jet Airways,24/03/2019,Kolkata,13:55,Banglore,0,14231
Jet Airways,21/03/2019,Banglore,11:40,New Delhi,0,6992
Air India,21/06/2019,Banglore,06:10,Delhi,0,6961
Jet Airways,1/06/2019,Delhi,20:00,Cochin,0,16263
Jet Airways,27/06/2019,Delhi,07:05,Cochin,0,14714
Multiple carriers,24/06/2019,Delhi,07:30,Cochin,0,7740
Jet Airways,18/03/2019,Banglore,11:40,New Delhi,0,11087
Multiple carriers,21/03/2019,Delhi,08:00,Cochin,0,14486
IndiGo,21/05/2019,Delhi,11:55,Cochin,0,6442
Air India,18/05/2019,Kolkata,12:00,Banglore,0,10361
Air Asia,12/05/2019,Kolkata,07:35,Banglore,0,5320
Jet Airways,15/06/2019,Delhi,09:40,Cochin,0,10368
SpiceJet,15/05/2019,Kolkata,17:10,Banglore,0,4174
Air India,21/05/2019,Delhi,17:40,Cochin,0,8151
Jet Airways,21/03/2019,Delhi,16:00,Cochin,0,12557
Air India,15/06/2019,Banglore,10:00,Delhi,0,6961
Air India,9/04/2019,Banglore,21:05,Delhi,0,4441
SpiceJet,15/03/2019,Mumbai,22:45,Hyderabad,0,2753
SpiceJet,6/04/2019,Kolkata,22:20,Banglore,0,3841
Air India,6/04/2019,Delhi,06:10,Cochin,0,5022
Air India,6/06/2019,Delhi,05:10,Cochin,0,5201
Air India,3/06/2019,Delhi,14:10,Cochin,0,6934
IndiGo,1/04/2019,Kolkata,17:35,Banglore,0,5699
Vistara,27/06/2019,Banglore,19:30,Delhi,0,5088
Multiple carriers,21/03/2019,Delhi,08:25,Cochin,0,8601
IndiGo,15/05/2019,Kolkata,09:20,Banglore,0,11319
IndiGo,9/03/2019,Mumbai,21:20,Hyderabad,0,3838
Jet Airways,12/05/2019,Kolkata,16:30,Banglore,0,14388
Jet Airways,15/06/2019,Delhi,09:35,Cochin,0,10824
Jet Airways,6/04/2019,Delhi,13:00,Cochin,0,5177
Jet Airways,27/06/2019,Delhi,11:30,Cochin,0,14714
Jet Airways,12/06/2019,Kolkata,08:25,Banglore,0,13626
Air India,24/06/2019,Delhi,06:50,Cochin,0,13381
Air India,9/03/2019,Delhi,18:30,Cochin,0,18211
Multiple carriers,21/03/2019,Delhi,13:15,Cochin,0,6653
Jet Airways,12/05/2019,Kolkata,14:05,Banglore,0,14781
Air India,6/05/2019,Kolkata,09:25,Banglore,0,11458
Jet Airways,9/06/2019,Kolkata,06:30,Banglore,0,10844
IndiGo,24/05/2019,Mumbai,02:35,Hyderabad,0,3342
Jet Airways,24/06/2019,Delhi,18:15,Cochin,0,10262
IndiGo,24/06/2019,Chennai,22:05,Kolkata,0,5277
Air India,24/03/2019,Banglore,06:10,New Delhi,0,4441
SpiceJet,3/05/2019,Chennai,08:20,Kolkata,0,3543
Air India,06/03/2019,Banglore,06:45,New Delhi,0,13912
Multiple carriers,27/05/2019,Delhi,06:40,Cochin,0,9315
Jet Airways,1/06/2019,Delhi,22:50,Cochin,0,10262
Air India,27/06/2019,Delhi,17:15,Cochin,0,12199
IndiGo,27/05/2019,Chennai,22:05,Kolkata,0,5277
Air India,12/06/2019,Kolkata,09:10,Banglore,0,6117
IndiGo,24/03/2019,Banglore,10:10,New Delhi,0,5734
Air Asia,6/03/2019,Delhi,20:10,Cochin,0,8627
Multiple carriers,15/06/2019,Delhi,11:40,Cochin,0,6795
IndiGo,21/05/2019,Delhi,14:25,Cochin,0,5601
Jet Airways,21/04/2019,Banglore,17:45,Delhi,0,7229
IndiGo,9/05/2019,Delhi,15:00,Cochin,0,8330
IndiGo,3/05/2019,Banglore,08:30,Delhi,0,4823
Jet Airways,24/03/2019,Kolkata,19:45,Banglore,0,13759
Air India,12/06/2019,Delhi,05:00,Cochin,0,10231
Jet Airways,27/05/2019,Delhi,19:15,Cochin,0,12898
Jet Airways,06/03/2019,Banglore,05:45,New Delhi,0,19225
Jet Airways,27/05/2019,Mumbai,07:05,Hyderabad,0,4995
IndiGo,12/06/2019,Delhi,06:50,Cochin,0,5298
Jet Airways,21/03/2019,Delhi,10:20,Cochin,0,9254
Jet Airways,6/04/2019,Delhi,14:00,Cochin,0,5177
Vistara,21/05/2019,Kolkata,20:20,Banglore,0,9345
Jet Airways,6/05/2019,Kolkata,08:25,Banglore,0,10844
Air India,3/03/2019,Delhi,05:55,Cochin,0,15428
IndiGo,21/05/2019,Delhi,16:00,Cochin,0,7255
Jet Airways,21/05/2019,Delhi,09:00,Cochin,0,12898
IndiGo,01/03/2019,Banglore,13:40,New Delhi,0,8707
Jet Airways,3/06/2019,Delhi,18:15,Cochin,0,10262
Jet Airways,6/05/2019,Kolkata,20:25,Banglore,0,13067
Jet Airways,6/06/2019,Delhi,19:45,Cochin,0,10262
Air India,9/04/2019,Kolkata,20:45,Banglore,0,4460
Jet Airways,24/05/2019,Kolkata,14:05,Banglore,0,14571
Air India,9/06/2019,Delhi,19:45,Cochin,0,10178
SpiceJet,1/03/2019,Chennai,17:45,Kolkata,0,7718
Jet Airways,21/05/2019,Delhi,02:15,Cochin,0,16376
Jet Airways,6/06/2019,Mumbai,19:35,Hyderabad,0,5678
Multiple carriers,9/05/2019,Delhi,10:35,Cochin,0,9103
Jet Airways,6/06/2019,Delhi,13:00,Cochin,0,14714
SpiceJet,24/06/2019,Delhi,15:45,Cochin,0,5583
IndiGo,24/04/2019,Banglore,18:55,Delhi,0,4823
Jet Airways,15/04/2019,Banglore,18:55,Delhi,0,4544
Air Asia,18/05/2019,Delhi,07:55,Cochin,0,8759
Air Asia,24/06/2019,Delhi,07:55,Cochin,0,6152
Jet Airways,18/03/2019,Banglore,11:40,New Delhi,0,11087
Air India,6/06/2019,Kolkata,08:20,Banglore,0,11432
SpiceJet,27/03/2019,Kolkata,17:15,Banglore,0,3815
Vistara,1/04/2019,Kolkata,17:00,Banglore,0,8662
Jet Airways,06/03/2019,Banglore,11:40,New Delhi,0,17261
IndiGo,9/04/2019,Kolkata,19:35,Banglore,0,4860
Air India,3/03/2019,Delhi,17:15,Cochin,0,13442
Vistara,6/03/2019,Mumbai,15:40,Hyderabad,0,12395
Air India,15/05/2019,Kolkata,14:35,Banglore,0,6528
IndiGo,1/06/2019,Delhi,04:55,Cochin,0,6314
IndiGo,9/04/2019,Delhi,11:25,Cochin,0,6270
Jet Airways,6/06/2019,Delhi,19:45,Cochin,0,14714
Multiple carriers,15/06/2019,Delhi,09:15,Cochin,0,9359
Air India,9/04/2019,Delhi,14:05,Cochin,0,6724
Jet Airways,24/06/2019,Delhi,22:50,Cochin,0,10262
Vistara,21/05/2019,Banglore,07:00,Delhi,0,4668
IndiGo,6/03/2019,Delhi,11:55,Cochin,0,6610
SpiceJet,15/05/2019,Chennai,08:20,Kolkata,0,3597
IndiGo,9/03/2019,Kolkata,10:10,Banglore,0,4462
Air India,6/03/2019,Delhi,06:05,Cochin,0,12677
Multiple carriers,1/03/2019,Delhi,00:20,Cochin,0,23170
IndiGo,6/06/2019,Kolkata,04:40,Banglore,0,4804
Multiple carriers,27/05/2019,Delhi,12:50,Cochin,0,6795
Air India,18/05/2019,Kolkata,12:00,Banglore,0,7662
Air India,6/06/2019,Delhi,13:20,Cochin,0,12751
Jet Airways,6/03/2019,Mumbai,20:45,Hyderabad,0,19595
Vistara,09/03/2019,Banglore,07:00,New Delhi,0,7975
Jet Airways,18/05/2019,Kolkata,14:05,Banglore,0,14781
Jet Airways,9/05/2019,Kolkata,08:25,Banglore,0,14781
Jet Airways,24/03/2019,Kolkata,13:55,Banglore,0,10031
Jet Airways,9/06/2019,Kolkata,14:05,Banglore,0,10844
Jet Airways,9/05/2019,Banglore,19:50,Delhi,0,3502
Jet Airways,1/06/2019,Delhi,09:35,Cochin,0,13292
Jet Airways,6/06/2019,Kolkata,20:25,Banglore,0,14151
SpiceJet,1/03/2019,Mumbai,05:45,Hyderabad,0,12475
Jet Airways,3/06/2019,Delhi,20:55,Cochin,0,14714
Multiple carriers,24/05/2019,Delhi,19:00,Cochin,0,8283
Jet Airways,12/03/2019,Banglore,20:35,New Delhi,0,11087
Jet Airways,21/05/2019,Kolkata,14:05,Banglore,0,10844
IndiGo,24/06/2019,Delhi,18:35,Cochin,0,5883
Air India,15/03/2019,Banglore,05:50,New Delhi,0,7664
Jet Airways,27/05/2019,Delhi,08:00,Cochin,0,12898
Jet Airways,12/06/2019,Delhi,22:50,Cochin,0,10262
Jet Airways,15/05/2019,Kolkata,09:35,Banglore,0,13067
IndiGo,18/03/2019,Kolkata,15:10,Banglore,0,4462
Jet Airways,27/06/2019,Mumbai,02:55,Hyderabad,0,5678
Jet Airways,21/05/2019,Kolkata,06:30,Banglore,0,14388
Jet Airways,3/06/2019,Delhi,19:45,Cochin,0,14714
IndiGo,27/05/2019,Kolkata,09:35,Banglore,0,4804
Air India,9/05/2019,Delhi,05:00,Cochin,0,11281
Jet Airways,24/03/2019,Kolkata,21:10,Banglore,0,11134
Air India,12/03/2019,Mumbai,19:40,Hyderabad,0,11647
Jet Airways,9/06/2019,Kolkata,17:00,Banglore,0,10539
Multiple carriers,1/06/2019,Delhi,08:00,Cochin,0,12192
Air India,24/04/2019,Banglore,13:20,Delhi,0,6121
Jet Airways,24/03/2019,Kolkata,19:45,Banglore,0,13759
Multiple carriers,27/03/2019,Delhi,10:20,Cochin,0,6427
IndiGo,9/04/2019,Banglore,22:10,Delhi,0,3943
IndiGo,12/05/2019,Banglore,22:10,Delhi,0,4284
IndiGo,9/03/2019,Delhi,05:05,Cochin,0,8147
Jet Airways,12/05/2019,Banglore,19:50,Delhi,0,3502
IndiGo,15/03/2019,Mumbai,02:30,Hyderabad,0,3342
IndiGo,21/03/2019,Banglore,06:00,New Delhi,0,5734
SpiceJet,6/06/2019,Kolkata,15:55,Banglore,0,8224
SpiceJet,6/03/2019,Delhi,06:10,Cochin,0,9748
Jet Airways,21/03/2019,Delhi,19:10,Cochin,0,8834
GoAir,6/05/2019,Kolkata,16:40,Banglore,0,7102
Multiple carriers,15/05/2019,Delhi,13:00,Cochin,0,13727
Jet Airways,18/03/2019,Banglore,11:40,New Delhi,0,11087
Jet Airways,15/06/2019,Delhi,09:40,Cochin,0,10368
Jet Airways,1/06/2019,Banglore,06:00,Delhi,0,7229
Jet Airways,15/06/2019,Delhi,18:15,Cochin,0,10262
IndiGo,15/04/2019,Banglore,20:00,Delhi,0,4823
IndiGo,24/05/2019,Kolkata,04:40,Banglore,0,4804
IndiGo,6/06/2019,Delhi,23:30,Cochin,0,10112
Jet Airways,27/05/2019,Banglore,06:00,Delhi,0,7229
Jet Airways,24/05/2019,Kolkata,17:00,Banglore,0,13067
Jet Airways,3/06/2019,Delhi,14:00,Cochin,0,14714
Air India,3/06/2019,Delhi,09:45,Cochin,0,8907
Jet Airways,9/04/2019,Banglore,11:10,Delhi,0,7229
Multiple carriers,3/03/2019,Delhi,17:50,Cochin,0,24528
IndiGo,3/06/2019,Delhi,04:55,Cochin,0,6838
Multiple carriers,12/06/2019,Delhi,07:05,Cochin,0,10406
Vistara,6/03/2019,Mumbai,21:55,Hyderabad,0,12395
Air India,6/05/2019,Kolkata,20:30,Banglore,0,10203
IndiGo,12/05/2019,Mumbai,06:25,Hyderabad,0,4049
Jet Airways,9/06/2019,Kolkata,20:25,Banglore,0,13401
Air India,9/05/2019,Delhi,12:00,Cochin,0,9968
Jet Airways,6/05/2019,Mumbai,10:20,Hyderabad,0,8040
Multiple carriers,27/03/2019,Delhi,15:15,Cochin,0,6427
IndiGo,6/05/2019,Chennai,22:05,Kolkata,0,5277
Jet Airways,1/04/2019,Mumbai,02:55,Hyderabad,0,2228
Vistara,24/05/2019,Banglore,21:00,Delhi,0,5613
IndiGo,12/05/2019,Kolkata,17:35,Banglore,0,6669
Vistara,15/05/2019,Chennai,17:45,Kolkata,0,11982
Jet Airways,21/05/2019,Kolkata,06:30,Banglore,0,10118
IndiGo,15/03/2019,Kolkata,21:25,Banglore,0,4148
Jet Airways,9/06/2019,Delhi,02:15,Cochin,0,18371
Multiple carriers,12/06/2019,Delhi,11:30,Cochin,0,13587
Air India,6/06/2019,Delhi,17:15,Cochin,0,12760
Jet Airways,6/06/2019,Delhi,09:40,Cochin,0,10368
IndiGo,1/06/2019,Mumbai,02:35,Hyderabad,0,3175
SpiceJet,9/05/2019,Chennai,09:45,Kolkata,0,3597
Multiple carriers,27/05/2019,Delhi,11:30,Cochin,0,6733
Multiple carriers,1/06/2019,Delhi,03:50,Cochin,0,12192
Jet Airways,27/05/2019,Delhi,19:10,Cochin,0,15129
Vistara,12/05/2019,Banglore,11:30,Delhi,0,4668
Jet Airways,27/06/2019,Delhi,17:30,Cochin,0,10262
Jet Airways,18/05/2019,Delhi,09:40,Cochin,0,15129
Multiple carriers,3/06/2019,Delhi,07:10,Cochin,0,7878
Jet Airways,18/03/2019,Mumbai,10:20,Hyderabad,0,8040
Jet Airways,9/05/2019,Delhi,02:15,Cochin,0,12373
Air India,18/05/2019,Delhi,17:15,Cochin,0,12392
IndiGo,18/05/2019,Chennai,22:05,Kolkata,0,5277
Multiple carriers,21/05/2019,Delhi,13:00,Cochin,0,7888
Multiple carriers,3/06/2019,Delhi,08:45,Cochin,0,9001
IndiGo,21/03/2019,Mumbai,06:20,Hyderabad,0,4049
IndiGo,24/03/2019,Chennai,05:15,Kolkata,0,4326
IndiGo,09/03/2019,Banglore,23:30,New Delhi,0,4777
IndiGo,21/03/2019,Delhi,11:30,Cochin,0,6838
IndiGo,6/06/2019,Delhi,07:15,Cochin,0,6582
Jet Airways,1/06/2019,Delhi,21:50,Cochin,0,10262
Air Asia,01/03/2019,Banglore,23:25,New Delhi,0,10873
Jet Airways,27/06/2019,Delhi,02:15,Cochin,0,10262
IndiGo,27/03/2019,Kolkata,05:30,Banglore,0,4148
IndiGo,27/03/2019,Delhi,11:55,Cochin,0,6494
Jet Airways,21/05/2019,Delhi,10:00,Cochin,0,12898
Air India,9/06/2019,Delhi,05:00,Cochin,0,9968
Jet Airways,21/05/2019,Delhi,15:00,Cochin,0,12898
Multiple carriers,24/05/2019,Delhi,14:55,Cochin,0,7740
Air India,9/05/2019,Kolkata,09:50,Banglore,0,7452
Jet Airways,21/03/2019,Mumbai,07:10,Hyderabad,0,4160
IndiGo,27/05/2019,Banglore,08:30,Delhi,0,4823
Air India,18/05/2019,Delhi,10:55,Cochin,0,13486
Jet Airways,27/04/2019,Banglore,18:55,Delhi,0,4544
Air India,21/05/2019,Delhi,09:45,Cochin,0,10975
IndiGo,3/05/2019,Chennai,14:45,Kolkata,0,3858
Jet Airways,6/05/2019,Delhi,05:30,Cochin,0,15129
Air India,15/06/2019,Delhi,09:45,Cochin,0,10975
Air Asia,9/05/2019,Delhi,16:45,Cochin,0,6752
Air Asia,18/06/2019,Kolkata,09:45,Banglore,0,3807
Air India,6/03/2019,Delhi,12:30,Cochin,0,13832
Jet Airways,6/04/2019,Banglore,18:55,Delhi,0,4544
Jet Airways,6/06/2019,Kolkata,18:55,Banglore,0,14571
Vistara,24/06/2019,Chennai,17:45,Kolkata,0,11982
Jet Airways,1/05/2019,Mumbai,07:05,Hyderabad,0,8040
Vistara,18/03/2019,Banglore,16:00,New Delhi,0,11913
Air Asia,24/05/2019,Kolkata,06:50,Banglore,0,5162
Jet Airways,15/06/2019,Delhi,09:40,Cochin,0,13014
Jet Airways,18/05/2019,Kolkata,21:10,Banglore,0,8586
Multiple carriers,21/05/2019,Delhi,08:00,Cochin,0,10197
Vistara,1/05/2019,Kolkata,17:00,Banglore,0,8610
Air Asia,1/06/2019,Banglore,23:55,Delhi,0,7120
Air India,9/05/2019,Delhi,05:15,Cochin,0,10703
Jet Airways,1/06/2019,Delhi,09:00,Cochin,0,10262
Jet Airways,27/06/2019,Delhi,05:30,Cochin,0,11507
IndiGo,6/06/2019,Banglore,21:15,Delhi,0,3943
Jet Airways,15/06/2019,Delhi,09:35,Cochin,0,13292
